ruid,rid,startdate,enddate
3662,77,2023-08-17,2023-08-23
3664,179,2021-09-27,2021-10-10
3665,215,2021-09-14,2021-09-24
3667,316,2020-08-12,2020-08-23
3668,86,2020-01-09,2020-01-22
3669,8,2020-12-12,2020-12-18
3673,198,2019-02-26,2019-03-10
3674,320,2022-08-08,2022-08-22
3675,356,2019-04-30,2019-05-11
3677,37,2022-09-07,2022-09-17
3678,212,2023-05-21,2023-06-01
3679,75,2023-09-15,2023-09-27
3680,74,2021-10-02,2021-10-08
3681,157,2019-03-07,2019-03-17
3682,220,2022-08-30,2022-09-10
3683,110,2019-12-21,2019-12-24
3684,21,2021-09-03,2021-09-15
3685,172,2023-02-08,2023-02-15
3686,310,2023-11-08,2023-11-12
3687,423,2019-04-22,2019-04-26
3688,352,2023-08-23,2023-08-28
3690,369,2021-04-02,2021-04-07
3692,219,2019-07-13,2019-07-18
3693,312,2020-04-30,2020-05-11
3697,173,2023-01-25,2023-01-30
3698,365,2021-09-14,2021-09-24
3699,27,2022-02-09,2022-02-18
3701,223,2021-06-17,2021-06-28
3702,341,2021-06-22,2021-06-28
3703,225,2019-11-06,2019-11-12
3704,424,2020-10-05,2020-10-14
3705,112,2022-08-31,2022-09-12
3706,315,2022-11-23,2022-12-02
3707,105,2020-03-04,2020-03-17
3709,130,2020-01-15,2020-01-26
3710,432,2020-06-04,2020-06-09
3711,390,2021-11-06,2021-11-19
3712,191,2020-02-23,2020-03-04
3713,83,2019-05-12,2019-05-22
3714,60,2021-03-12,2021-03-15
3715,450,2021-10-15,2021-10-26
3717,279,2022-10-13,2022-10-26
3718,99,2023-11-12,2023-11-26
3719,333,2022-02-03,2022-02-07
3720,307,2019-10-22,2019-10-26
3721,307,2019-09-30,2019-10-11
3722,68,2021-02-10,2021-02-17
3724,259,2021-10-02,2021-10-08
3725,365,2019-09-05,2019-09-18
3726,202,2021-09-10,2021-09-15
3727,429,2021-06-04,2021-06-11
3728,410,2022-01-29,2022-02-11
3730,421,2023-02-04,2023-02-13
3731,154,2023-08-11,2023-08-18
3732,219,2023-04-06,2023-04-14
3734,202,2020-04-23,2020-04-28
3736,367,2020-05-15,2020-05-19
3737,325,2023-09-15,2023-09-27
3738,371,2021-02-23,2021-03-03
3739,440,2020-12-17,2020-12-22
3740,261,2020-05-03,2020-05-12
3741,369,2021-06-18,2021-06-24
3742,440,2020-09-03,2020-09-16
3743,257,2023-11-10,2023-11-23
3745,368,2023-11-10,2023-11-20
3746,276,2020-01-11,2020-01-19
3747,326,2019-05-05,2019-05-17
3748,246,2021-08-30,2021-09-08
3749,210,2022-09-11,2022-09-14
3750,440,2019-03-30,2019-04-10
3752,400,2022-01-06,2022-01-12
3754,236,2023-09-15,2023-09-22
3755,149,2022-04-11,2022-04-16
3756,86,2020-06-19,2020-07-03
3757,168,2020-10-10,2020-10-13
3759,154,2022-06-09,2022-06-22
3762,327,2021-09-24,2021-10-05
3763,347,2019-08-25,2019-09-04
3765,76,2021-03-13,2021-03-18
3766,221,2019-10-15,2019-10-24
3767,112,2021-04-22,2021-05-05
3768,284,2023-04-25,2023-05-03
3769,381,2019-12-21,2020-01-04
3770,296,2021-10-21,2021-10-31
3772,293,2020-02-03,2020-02-08
3773,123,2022-08-30,2022-09-10
3774,85,2019-03-12,2019-03-16
3779,399,2023-12-28,2024-01-06
3780,221,2019-02-04,2019-02-15
3781,434,2022-02-02,2022-02-07
3782,277,2023-11-12,2023-11-26
3783,27,2020-02-20,2020-03-02
3784,237,2023-03-25,2023-04-08
3786,96,2020-02-23,2020-02-27
3787,303,2022-12-20,2023-01-03
3788,231,2021-07-23,2021-08-05
3789,317,2021-12-06,2021-12-20
3790,434,2020-12-23,2020-12-26
3791,174,2021-04-06,2021-04-19
3792,86,2019-03-03,2019-03-10
3793,329,2023-04-13,2023-04-21
3794,419,2021-06-10,2021-06-20
3796,417,2021-12-22,2021-12-28
3797,133,2020-01-27,2020-01-30
3799,235,2021-11-12,2021-11-16
3800,404,2019-09-10,2019-09-13
3801,428,2019-11-09,2019-11-22
3802,87,2022-02-24,2022-03-10
3805,442,2021-03-12,2021-03-23
3806,106,2023-03-23,2023-04-06
3807,33,2021-11-06,2021-11-19
3808,407,2022-09-13,2022-09-19
3809,56,2020-09-12,2020-09-24
3811,380,2023-03-17,2023-03-30
3813,188,2020-05-01,2020-05-14
3817,177,2020-07-10,2020-07-23
3819,208,2021-03-13,2021-03-17
3820,290,2021-03-25,2021-04-05
3821,397,2023-05-21,2023-06-01
3823,56,2021-01-25,2021-02-08
3824,164,2022-05-27,2022-06-02
3825,446,2019-07-22,2019-07-27
3827,99,2022-10-27,2022-11-02
3828,162,2023-01-25,2023-01-30
3831,382,2021-11-06,2021-11-19
3832,189,2020-03-15,2020-03-28
3833,322,2022-06-27,2022-07-07
3834,306,2019-11-11,2019-11-20
3835,243,2023-01-14,2023-01-26
3836,254,2020-02-23,2020-02-27
3838,347,2020-06-14,2020-06-17
3839,326,2021-05-26,2021-06-04
3841,127,2022-11-19,2022-12-02
3842,275,2021-03-02,2021-03-06
3843,12,2022-04-09,2022-04-21
3845,447,2023-10-20,2023-10-29
3846,292,2023-12-16,2023-12-20
3848,206,2020-06-30,2020-07-11
3849,54,2021-12-20,2022-01-02
3850,367,2019-04-18,2019-04-24
3852,312,2021-12-10,2021-12-21
3853,153,2021-04-05,2021-04-11
3854,21,2024-01-21,2024-01-30
3856,3,2023-09-06,2023-09-17
3857,51,2022-07-20,2022-07-27
3858,303,2020-03-29,2020-04-01
3859,238,2020-11-11,2020-11-17
3860,275,2020-01-12,2020-01-21
3861,299,2020-01-19,2020-02-02
3862,24,2019-07-22,2019-07-27
3863,371,2022-02-28,2022-03-10
3864,281,2021-06-14,2021-06-24
3865,220,2020-10-17,2020-10-23
3866,398,2021-09-01,2021-09-08
3868,428,2022-12-23,2023-01-02
3869,342,2022-02-18,2022-02-21
3872,251,2022-12-10,2022-12-19
3873,302,2021-08-21,2021-09-03
3874,339,2021-10-25,2021-10-31
3875,159,2022-12-02,2022-12-06
3876,24,2023-04-25,2023-05-08
3877,1,2024-01-27,2024-02-07
3878,192,2022-05-02,2022-05-10
3879,428,2022-02-09,2022-02-20
3881,69,2021-06-06,2021-06-18
3882,13,2023-01-28,2023-02-10
3883,381,2020-05-03,2020-05-12
3884,416,2019-07-22,2019-07-27
3885,53,2022-02-05,2022-02-16
3886,245,2022-05-04,2022-05-08
3887,449,2019-08-16,2019-08-24
3888,341,2020-10-03,2020-10-15
3889,346,2020-03-21,2020-03-24
3890,410,2019-09-30,2019-10-11
3891,324,2019-07-22,2019-07-27
3892,148,2022-05-18,2022-05-27
3893,69,2023-02-16,2023-02-20
3894,328,2021-05-17,2021-05-21
3896,140,2019-05-20,2019-05-23
3897,2,2021-08-04,2021-08-10
3898,433,2023-07-15,2023-07-19
3899,293,2022-07-31,2022-08-11
3902,236,2019-06-26,2019-07-04
3904,76,2022-08-06,2022-08-14
3905,250,2023-11-09,2023-11-22
3907,285,2020-10-21,2020-11-03
3908,297,2020-03-12,2020-03-22
3909,334,2019-10-13,2019-10-22
3910,375,2023-04-11,2023-04-20
3912,164,2020-06-22,2020-06-25
3913,268,2019-03-07,2019-03-12
3914,266,2023-11-12,2023-11-16
3915,18,2020-11-19,2020-11-23
3916,55,2019-09-03,2019-09-09
3917,217,2022-04-05,2022-04-09
3918,391,2021-06-02,2021-06-08
3919,30,2023-12-14,2023-12-17
3920,245,2020-08-10,2020-08-23
3921,273,2019-10-13,2019-10-22
3922,71,2021-12-21,2022-01-03
3923,218,2023-03-03,2023-03-09
3925,74,2022-12-03,2022-12-12
3928,112,2023-02-11,2023-02-22
3929,193,2020-06-14,2020-06-17
3931,262,2022-06-17,2022-06-22
3932,171,2021-04-15,2021-04-27
3933,85,2023-05-23,2023-05-27
3934,126,2020-07-19,2020-07-29
3935,399,2023-03-04,2023-03-13
3936,349,2023-07-18,2023-07-21
3937,86,2019-11-17,2019-11-20
3938,328,2021-02-07,2021-02-12
3939,178,2019-05-04,2019-05-12
3940,69,2019-06-28,2019-07-10
3941,133,2020-12-21,2021-01-04
3942,73,2020-08-26,2020-09-06
3943,447,2021-08-04,2021-08-08
3945,56,2019-05-16,2019-05-28
3946,411,2023-09-24,2023-10-06
3947,288,2020-11-10,2020-11-18
3948,421,2019-04-14,2019-04-24
3949,118,2019-08-16,2019-08-26
3950,169,2022-11-17,2022-11-27
3951,38,2020-12-09,2020-12-21
3952,157,2023-05-21,2023-05-30
3953,113,2023-09-24,2023-10-06
3954,168,2019-05-13,2019-05-18
3955,73,2020-03-19,2020-03-22
3956,174,2020-01-11,2020-01-19
3957,392,2020-02-25,2020-02-28
3958,134,2023-12-16,2023-12-20
3959,361,2021-05-24,2021-05-27
3960,269,2023-06-09,2023-06-14
3961,53,2023-04-25,2023-05-08
3962,290,2021-02-25,2021-03-05
3963,93,2023-12-23,2023-12-26
3964,444,2022-12-20,2023-01-03
3965,64,2021-08-30,2021-09-08
3966,241,2019-11-06,2019-11-13
3967,127,2023-03-26,2023-04-02
3968,327,2023-12-14,2023-12-17
3970,424,2020-06-13,2020-06-27
3971,442,2019-07-08,2019-07-12
3972,248,2023-07-13,2023-07-24
3973,16,2023-12-15,2023-12-22
3974,314,2019-06-26,2019-07-08
3976,117,2019-05-16,2019-05-22
3977,284,2024-01-27,2024-02-07
3978,253,2023-03-21,2023-04-01
3979,24,2023-08-19,2023-08-30
3980,44,2019-02-26,2019-03-10
3983,320,2023-06-26,2023-07-05
3984,261,2023-03-22,2023-04-01
3985,19,2023-11-12,2023-11-26
3986,23,2021-10-15,2021-10-24
3987,243,2020-12-16,2020-12-27
3988,97,2020-01-23,2020-01-30
3990,104,2020-10-07,2020-10-12
3991,11,2020-04-02,2020-04-10
3992,180,2021-06-10,2021-06-16
3993,200,2023-04-29,2023-05-05
3995,67,2023-04-05,2023-04-12
3996,241,2019-02-07,2019-02-12
3997,257,2020-02-25,2020-03-06
3998,15,2022-08-12,2022-08-23
4002,13,2020-07-14,2020-07-26
4003,246,2019-01-24,2019-02-07
4004,142,2021-01-10,2021-01-13
4005,271,2019-02-04,2019-02-15
4007,126,2023-11-13,2023-11-16
4008,168,2022-12-10,2022-12-19
4009,204,2020-12-16,2020-12-29
4010,152,2020-11-20,2020-12-04
4011,410,2023-12-16,2023-12-20
4013,72,2020-10-30,2020-11-07
4014,31,2022-02-24,2022-03-10
4015,273,2021-11-12,2021-11-16
4016,45,2022-05-18,2022-05-22
4017,343,2022-03-26,2022-04-08
4018,102,2021-12-27,2022-01-03
4019,22,2023-12-01,2023-12-05
4020,332,2019-08-16,2019-08-30
4021,348,2021-11-12,2021-11-25
4023,181,2023-05-31,2023-06-14
4024,246,2021-06-17,2021-06-20
4026,340,2023-05-05,2023-05-09
4027,163,2021-04-26,2021-04-30
4028,387,2022-08-08,2022-08-22
4029,348,2019-12-21,2020-01-02
4030,273,2020-01-06,2020-01-10
4031,343,2021-09-23,2021-10-07
4032,243,2020-02-25,2020-02-28
4033,276,2021-11-20,2021-12-01
4035,161,2020-12-16,2020-12-27
4036,71,2021-02-26,2021-03-06
4037,363,2023-09-02,2023-09-10
4038,285,2022-06-27,2022-07-07
4039,438,2022-09-03,2022-09-12
4040,116,2020-11-13,2020-11-22
4041,224,2019-11-24,2019-12-01
4043,257,2022-11-11,2022-11-19
4047,18,2019-10-01,2019-10-09
4048,320,2020-10-19,2020-11-01
4049,40,2020-07-08,2020-07-14
4050,209,2023-06-07,2023-06-13
4052,62,2019-02-17,2019-02-21
4053,127,2021-02-18,2021-02-22
4054,273,2022-06-09,2022-06-22
4055,247,2020-01-06,2020-01-10
4056,348,2020-05-06,2020-05-20
4057,204,2020-08-15,2020-08-22
4058,181,2023-11-10,2023-11-14
4059,106,2021-10-02,2021-10-08
4060,160,2021-08-15,2021-08-23
4061,226,2020-02-23,2020-03-05
4062,290,2023-01-13,2023-01-26
4064,2,2022-12-03,2022-12-12
4066,282,2019-12-27,2020-01-06
4067,160,2020-05-13,2020-05-27
4068,321,2023-01-08,2023-01-20
4069,164,2022-11-27,2022-12-07
4070,438,2023-02-27,2023-03-12
4071,344,2021-11-16,2021-11-25
4072,338,2019-09-30,2019-10-11
4073,58,2021-02-27,2021-03-06
4074,196,2020-05-07,2020-05-14
4075,411,2023-09-07,2023-09-13
4077,52,2023-12-19,2023-12-22
4078,216,2023-06-26,2023-07-03
4079,64,2020-06-30,2020-07-11
4080,449,2023-04-29,2023-05-05
4081,301,2023-10-05,2023-10-12
4082,259,2023-08-26,2023-09-09
4083,398,2023-04-01,2023-04-13
4084,319,2022-08-05,2022-08-15
4085,342,2019-06-21,2019-06-27
4086,376,2023-06-09,2023-06-15
4087,403,2022-02-03,2022-02-07
4088,172,2021-11-03,2021-11-06
4089,206,2023-08-13,2023-08-24
4091,261,2023-08-23,2023-09-02
4092,407,2020-12-16,2020-12-23
4093,147,2020-03-16,2020-03-26
4094,287,2021-02-04,2021-02-11
4095,373,2023-12-05,2023-12-15
4096,325,2019-04-07,2019-04-17
4097,16,2022-03-23,2022-04-03
4098,342,2022-04-09,2022-04-21
4099,257,2023-06-01,2023-06-05
4100,264,2023-01-29,2023-02-02
4101,424,2022-09-21,2022-10-04
4102,11,2019-07-22,2019-07-27
4103,74,2023-08-13,2023-08-24
4104,428,2022-03-07,2022-03-10
4105,152,2020-12-07,2020-12-19
4106,174,2021-07-12,2021-07-22
4107,106,2020-05-13,2020-05-18
4108,247,2023-04-25,2023-05-08
4109,101,2022-10-16,2022-10-25
4110,117,2020-12-12,2020-12-18
4111,245,2019-07-18,2019-07-22
4112,141,2019-12-17,2019-12-20
4114,405,2019-12-21,2020-01-02
4115,21,2021-08-13,2021-08-23
4116,12,2019-12-15,2019-12-20
4118,111,2022-09-03,2022-09-12
4120,232,2020-05-19,2020-05-24
4121,214,2020-10-08,2020-10-19
4123,207,2023-08-06,2023-08-14
4124,416,2021-08-14,2021-08-24
4125,416,2020-05-19,2020-05-24
4126,57,2020-11-26,2020-12-03
4127,159,2023-03-25,2023-04-03
4128,435,2021-07-10,2021-07-18
4132,391,2023-08-26,2023-09-09
4133,329,2023-06-26,2023-07-05
4134,447,2022-02-09,2022-02-18
4137,396,2019-03-24,2019-04-03
4138,135,2023-08-21,2023-09-04
4139,119,2019-09-10,2019-09-18
4140,331,2019-09-28,2019-10-05
4141,350,2021-10-12,2021-10-15
4142,245,2023-02-05,2023-02-17
4143,132,2023-10-17,2023-10-23
4144,239,2019-02-02,2019-02-09
4145,210,2020-10-28,2020-11-06
4146,210,2020-08-07,2020-08-17
4147,27,2022-12-09,2022-12-20
4148,397,2023-10-30,2023-11-11
4149,86,2020-04-01,2020-04-04
4150,138,2019-07-31,2019-08-08
4151,352,2022-01-27,2022-02-07
4152,338,2021-09-09,2021-09-23
4153,153,2023-01-09,2023-01-15
4154,179,2020-01-14,2020-01-20
4155,405,2020-09-03,2020-09-09
4156,346,2023-11-08,2023-11-21
4157,173,2019-01-15,2019-01-22
4158,93,2022-09-08,2022-09-19
4159,116,2021-01-29,2021-02-02
4160,257,2019-02-21,2019-03-04
4161,317,2021-10-27,2021-11-01
4162,10,2022-05-04,2022-05-18
4163,239,2019-05-13,2019-05-18
4165,238,2020-03-14,2020-03-18
4166,4,2023-08-28,2023-09-09
4167,143,2023-07-13,2023-07-24
4168,64,2021-10-21,2021-10-31
4169,35,2021-11-10,2021-11-20
4170,52,2020-05-26,2020-06-02
4171,20,2022-11-29,2022-12-03
4172,122,2019-03-24,2019-04-03
4173,447,2022-04-05,2022-04-09
4175,112,2019-10-22,2019-10-26
4176,8,2023-11-23,2023-12-06
4177,133,2023-03-07,2023-03-20
4179,321,2020-06-14,2020-06-26
4180,135,2019-02-04,2019-02-16
4181,220,2020-07-05,2020-07-09
4182,332,2022-06-14,2022-06-28
4183,394,2023-03-08,2023-03-17
4185,226,2023-05-30,2023-06-09
4186,63,2023-12-05,2023-12-11
4187,158,2023-08-09,2023-08-15
4188,78,2023-07-15,2023-07-18
4189,203,2022-04-20,2022-04-25
4190,179,2019-06-01,2019-06-05
4191,416,2021-01-17,2021-01-22
4192,90,2023-10-20,2023-11-03
4193,441,2019-09-11,2019-09-19
4194,400,2021-03-13,2021-03-17
4195,280,2022-10-15,2022-10-18
4197,37,2019-12-28,2020-01-08
4198,139,2021-08-27,2021-09-01
4200,238,2024-02-05,2024-02-16
4203,119,2023-06-09,2023-06-15
4206,53,2023-09-09,2023-09-16
4207,60,2021-01-01,2021-01-14
4208,291,2023-12-14,2023-12-17
4209,321,2022-05-08,2022-05-15
4210,401,2019-05-29,2019-06-11
4211,141,2023-12-13,2023-12-16
4212,144,2023-03-06,2023-03-11
4213,59,2023-07-08,2023-07-19
4215,129,2022-05-04,2022-05-18
4216,106,2019-06-23,2019-07-05
4217,202,2022-02-17,2022-02-22
4218,321,2022-09-13,2022-09-19
4219,206,2021-03-14,2021-03-18
4220,176,2023-12-14,2023-12-17
4221,112,2022-08-06,2022-08-14
4222,403,2021-11-11,2021-11-25
4223,437,2023-03-17,2023-03-30
4224,321,2019-11-05,2019-11-12
4225,151,2019-02-26,2019-03-10
4226,40,2020-12-16,2020-12-27
4228,22,2022-11-27,2022-12-07
4229,137,2021-04-02,2021-04-07
4231,194,2023-07-05,2023-07-18
4232,355,2022-10-31,2022-11-04
4234,431,2021-06-14,2021-06-27
4235,393,2023-12-25,2024-01-05
4236,386,2024-01-28,2024-02-02
4239,432,2022-11-27,2022-12-11
4240,5,2020-05-28,2020-06-07
4241,51,2019-02-02,2019-02-09
4243,404,2022-06-09,2022-06-22
4244,37,2019-10-27,2019-11-03
4245,345,2024-01-30,2024-02-11
4246,44,2019-06-27,2019-07-08
4247,271,2023-07-15,2023-07-18
4248,422,2021-06-04,2021-06-11
4249,30,2020-08-27,2020-09-09
4250,398,2023-01-22,2023-02-04
4252,180,2023-09-28,2023-10-09
4254,363,2023-01-23,2023-02-02
4255,114,2019-02-14,2019-02-22
4257,251,2021-11-15,2021-11-19
4258,68,2019-11-29,2019-12-08
4259,214,2019-10-28,2019-11-07
4260,372,2023-04-09,2023-04-14
4262,373,2021-08-30,2021-09-10
4263,414,2021-05-13,2021-05-18
4264,422,2021-10-25,2021-10-31
4265,128,2024-01-07,2024-01-14
4266,229,2021-07-17,2021-07-27
4267,142,2023-11-10,2023-11-23
4268,363,2020-12-08,2020-12-19
4269,105,2020-11-26,2020-12-03
4270,72,2019-10-13,2019-10-22
4271,193,2019-05-13,2019-05-25
4272,318,2020-11-30,2020-12-11
4274,252,2019-05-26,2019-05-30
4275,82,2023-02-23,2023-03-05
4276,440,2020-07-29,2020-08-10
4277,2,2022-04-13,2022-04-21
4278,258,2023-05-31,2023-06-14
4279,132,2020-10-12,2020-10-17
4280,221,2022-05-14,2022-05-27
4281,340,2021-06-04,2021-06-18
4282,164,2022-11-06,2022-11-13
4283,33,2023-01-29,2023-02-03
4285,152,2020-05-25,2020-06-01
4286,422,2021-06-14,2021-06-27
4288,168,2021-03-22,2021-03-31
4289,439,2019-12-15,2019-12-18
4290,344,2019-05-26,2019-06-04
4291,284,2021-07-16,2021-07-30
4292,160,2023-03-29,2023-04-02
4293,184,2024-01-30,2024-02-11
4294,294,2020-07-14,2020-07-26
4295,138,2023-10-01,2023-10-09
4297,131,2023-06-26,2023-07-05
4298,397,2022-07-18,2022-07-31
4299,68,2019-08-24,2019-08-28
4303,409,2021-07-23,2021-08-05
4304,20,2021-07-18,2021-07-21
4305,153,2021-07-18,2021-07-31
4306,92,2020-02-22,2020-02-28
4307,137,2022-01-16,2022-01-24
4308,134,2022-04-09,2022-04-21
4311,331,2024-01-27,2024-02-07
4312,71,2023-04-11,2023-04-20
4313,299,2023-02-10,2023-02-19
4314,44,2021-10-15,2021-10-28
4315,366,2022-12-09,2022-12-17
4316,210,2022-10-26,2022-11-03
4317,273,2021-05-28,2021-06-05
4318,233,2019-09-17,2019-09-26
4319,410,2020-06-19,2020-07-03
4320,430,2020-11-04,2020-11-09
4322,87,2019-11-09,2019-11-22
4323,231,2020-04-26,2020-05-01
4326,211,2021-05-28,2021-06-05
4327,231,2020-03-19,2020-03-22
4328,265,2021-03-14,2021-03-18
4329,306,2021-06-17,2021-06-28
4330,119,2024-01-29,2024-02-06
4331,112,2024-01-02,2024-01-08
4332,142,2022-08-21,2022-09-02
4333,349,2022-04-20,2022-04-25
4334,393,2020-06-14,2020-06-24
4335,167,2019-02-14,2019-02-26
4337,165,2023-01-29,2023-02-02
4338,402,2021-11-20,2021-12-01
4340,140,2019-04-30,2019-05-11
4341,80,2020-05-07,2020-05-14
4342,381,2021-09-15,2021-09-26
4344,308,2022-02-13,2022-02-20
4345,267,2020-07-16,2020-07-21
4346,135,2023-11-09,2023-11-22
4347,27,2023-01-09,2023-01-15
4348,70,2022-12-20,2022-12-27
4351,37,2019-01-16,2019-01-25
4352,283,2020-02-23,2020-03-04
4353,351,2019-12-15,2019-12-20
4354,259,2019-01-24,2019-02-04
4355,383,2019-10-09,2019-10-22
4359,422,2022-09-05,2022-09-17
4360,97,2021-10-20,2021-10-30
4361,202,2021-06-04,2021-06-11
4362,159,2022-09-21,2022-10-04
4364,281,2022-11-07,2022-11-14
4365,33,2020-04-25,2020-05-09
4367,70,2021-06-22,2021-06-26
4370,24,2022-02-24,2022-03-10
4371,268,2024-01-02,2024-01-08
4372,2,2019-11-01,2019-11-04
4373,17,2024-01-14,2024-01-21
4375,92,2023-08-03,2023-08-08
4376,25,2019-04-28,2019-05-06
4378,185,2021-10-05,2021-10-15
4379,373,2021-02-23,2021-02-28
4380,222,2022-07-18,2022-07-31
4382,410,2022-03-15,2022-03-28
4383,408,2019-04-30,2019-05-12
4384,242,2022-02-24,2022-03-10
4386,378,2019-03-04,2019-03-14
4387,278,2019-05-25,2019-06-07
4388,178,2021-10-31,2021-11-10
4389,249,2021-02-15,2021-02-26
4390,328,2020-09-01,2020-09-11
4392,412,2019-05-25,2019-05-29
4393,261,2021-01-22,2021-01-28
4394,340,2020-05-25,2020-06-06
4395,110,2019-04-07,2019-04-17
4397,54,2021-07-18,2021-07-21
4400,26,2019-09-21,2019-09-24
4401,160,2023-06-26,2023-07-03
4402,173,2020-02-04,2020-02-07
4403,145,2019-12-24,2019-12-31
4404,434,2020-12-29,2021-01-09
4406,315,2021-03-24,2021-04-03
4407,13,2020-11-10,2020-11-17
4409,262,2020-02-25,2020-02-28
4410,289,2021-08-21,2021-08-25
4411,354,2023-05-11,2023-05-25
4412,179,2020-01-23,2020-01-30
4414,367,2020-10-17,2020-10-23
4415,225,2021-03-01,2021-03-09
4416,318,2020-09-04,2020-09-11
4418,83,2021-12-10,2021-12-24
4420,251,2021-09-16,2021-09-26
4421,103,2021-06-20,2021-07-03
4422,226,2024-01-27,2024-02-02
4423,204,2020-10-28,2020-11-06
4425,183,2019-06-01,2019-06-11
4426,87,2020-01-15,2020-01-25
4427,188,2021-08-24,2021-08-31
4428,21,2021-07-15,2021-07-27
4431,415,2023-05-12,2023-05-26
4432,151,2023-06-09,2023-06-15
4433,233,2020-06-09,2020-06-20
4434,38,2021-12-16,2021-12-24
4435,446,2022-02-12,2022-02-19
4436,73,2021-06-10,2021-06-23
4438,258,2022-12-13,2022-12-21
4439,112,2023-05-11,2023-05-24
4440,261,2020-10-17,2020-10-28
4443,54,2021-09-27,2021-10-10
4444,103,2019-12-26,2019-12-29
4446,401,2023-03-03,2023-03-13
4447,340,2021-05-09,2021-05-21
4448,409,2019-12-24,2019-12-31
4449,279,2021-04-28,2021-05-11
4450,311,2023-05-30,2023-06-09
4451,215,2020-06-19,2020-06-23
4452,242,2021-10-02,2021-10-08
4453,81,2023-10-09,2023-10-18
4454,347,2022-05-09,2022-05-14
4455,299,2022-12-20,2023-01-03
4456,434,2022-04-11,2022-04-16
4457,413,2021-07-22,2021-07-25
4458,209,2020-07-14,2020-07-26
4459,423,2022-07-30,2022-08-05
4460,373,2020-06-19,2020-06-23
4461,227,2019-07-05,2019-07-19
4463,194,2022-09-03,2022-09-12
4464,133,2022-12-20,2022-12-27
4465,340,2020-03-24,2020-03-30
4466,2,2020-07-16,2020-07-28
4467,318,2023-08-23,2023-08-26
4468,101,2022-02-21,2022-03-02
4469,301,2023-09-20,2023-09-29
4470,158,2022-08-12,2022-08-23
4472,95,2021-09-01,2021-09-08
4473,352,2021-05-28,2021-06-05
4474,433,2022-02-15,2022-03-01
4475,209,2021-06-29,2021-07-10
4476,300,2020-03-16,2020-03-26
4477,450,2021-09-15,2021-09-26
4478,195,2020-10-17,2020-10-28
4479,279,2020-05-25,2020-06-08
4481,21,2020-08-15,2020-08-22
4482,260,2019-05-21,2019-06-04
4483,323,2021-01-28,2021-02-05
4484,70,2023-07-28,2023-07-31
4485,184,2019-06-13,2019-06-26
4486,209,2020-12-14,2020-12-28
4487,75,2021-11-20,2021-12-01
4488,20,2021-12-06,2021-12-19
4489,44,2021-07-18,2021-07-21
4490,359,2021-07-19,2021-07-24
4492,84,2022-08-26,2022-09-05
4494,262,2021-07-17,2021-07-27
4495,24,2022-12-29,2023-01-09
4496,450,2019-08-31,2019-09-09
4498,378,2020-04-16,2020-04-20
4499,440,2019-12-21,2019-12-24
4500,2,2019-03-01,2019-03-12
4501,55,2022-04-27,2022-05-11
4502,441,2022-01-19,2022-01-24
4504,78,2024-01-15,2024-01-26
4505,416,2021-04-20,2021-04-23
4506,340,2024-01-03,2024-01-11
4507,319,2019-02-15,2019-02-23
4508,255,2021-10-15,2021-10-24
4509,21,2023-02-11,2023-02-22
4510,89,2023-05-11,2023-05-24
4511,15,2020-01-12,2020-01-21
4512,329,2022-02-12,2022-02-19
4513,448,2022-05-06,2022-05-15
4514,47,2019-02-19,2019-02-23
4517,53,2023-04-01,2023-04-13
4519,363,2024-01-26,2024-02-04
4520,200,2022-01-20,2022-01-28
4521,31,2021-04-06,2021-04-19
4522,383,2020-12-16,2020-12-23
4523,291,2022-10-13,2022-10-26
4525,245,2020-07-16,2020-07-28
4526,125,2022-11-04,2022-11-11
4528,24,2022-02-13,2022-02-16
4529,27,2020-09-23,2020-09-29
4530,382,2024-02-04,2024-02-13
4531,128,2019-03-01,2019-03-07
4532,168,2019-05-29,2019-06-11
4533,392,2020-09-23,2020-10-04
4534,245,2021-11-05,2021-11-10
4535,306,2021-02-16,2021-03-01
4536,424,2023-06-26,2023-07-03
4537,57,2020-10-05,2020-10-14
4538,146,2021-06-22,2021-06-28
4541,396,2021-07-23,2021-08-05
4542,144,2020-03-21,2020-03-30
4543,75,2021-12-25,2022-01-02
4545,166,2022-08-21,2022-09-02
4548,239,2020-05-05,2020-05-19
4549,77,2022-07-29,2022-08-08
4550,272,2019-09-18,2019-09-25
4551,350,2020-11-13,2020-11-22
4553,42,2022-08-08,2022-08-22
4554,78,2023-11-16,2023-11-26
4555,312,2022-11-20,2022-11-27
4556,427,2023-10-01,2023-10-05
4557,24,2024-01-18,2024-01-25
4558,224,2022-09-10,2022-09-20
4559,68,2021-07-20,2021-07-24
4561,381,2023-05-13,2023-05-19
4562,336,2023-08-03,2023-08-08
4563,383,2020-08-17,2020-08-28
4564,18,2022-06-30,2022-07-05
4565,110,2021-09-05,2021-09-13
4567,117,2019-11-16,2019-11-22
4569,132,2022-04-27,2022-05-11
4570,271,2019-03-14,2019-03-27
4571,315,2019-08-30,2019-09-13
4572,220,2020-12-03,2020-12-16
4573,203,2020-06-13,2020-06-27
4574,50,2020-05-26,2020-06-02
4576,334,2023-04-25,2023-05-08
4577,121,2020-12-06,2020-12-13
4578,157,2023-08-18,2023-08-27
4579,332,2023-01-01,2023-01-06
4580,72,2022-07-20,2022-07-27
4581,321,2022-10-27,2022-11-09
4582,428,2022-11-26,2022-12-01
